0.7999759999999999,0.09999699999999999,0.09999699999999999,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6
8.0E-6,1.0E-6,1.0E-6,0.7999759999999999,0.09999699999999999,0.09999699999999999,8.0E-6,1.0E-6,1.0E-6,8.0E-6,1.0E-6,1.0E-6
8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,0.7999759999999999,0.09999699999999999,0.09999699999999999,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6
8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,0.799976,0.099997,0.099997
0.7999759999999999,0.09999699999999999,0.09999699999999999,7.999999999999998E-6,9.999999999999997E-7,9.999999999999997E-7,7.999999999999998E-6,9.999999999999997E-7,9.999999999999997E-7,7.999999999999998E-6,9.999999999999997E-7,9.999999999999997E-7
9.999999999999999E-11,9.999799999999999E-6,9.999999999999999E-11,9.9997E-6,0.9999500005999998,9.9997E-6,9.999999999999999E-11,9.999799999999999E-6,9.999999999999999E-11,9.999999999999999E-11,9.999799999999999E-6,9.999999999999999E-11
7.999999999999998E-6,9.999999999999997E-7,9.999999999999997E-7,7.999999999999998E-6,9.999999999999997E-7,9.999999999999997E-7,0.7999759999999999,0.09999699999999999,0.09999699999999999,7.999999999999998E-6,9.999999999999997E-7,9.999999999999997E-7
8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,0.7999759999999999,0.09999699999999999,0.09999699999999999
0.09999699999999999,0.7999759999999999,0.09999699999999999,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6
1.0E-6,1.0E-6,8.0E-6,0.09999699999999999,0.09999699999999999,0.7999759999999999,1.0E-6,1.0E-6,8.0E-6,1.0E-6,1.0E-6,8.0E-6
1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,0.09999699999999999,0.7999759999999999,0.09999699999999999,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6
1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,1.0000000000000002E-6,8.000000000000001E-6,1.0000000000000002E-6,0.099997,0.799976,0.099997
