0.249995,2.5E-6,2.5E-6,0.249995,2.5E-6,2.5E-6,0.249995,2.5E-6,2.5E-6,0.249995,2.5E-6,2.5E-6
2.4999999999999998E-6,0.249995,2.4999999999999998E-6,2.4999999999999998E-6,0.249995,2.4999999999999998E-6,2.4999999999999998E-6,0.249995,2.4999999999999998E-6,2.4999999999999998E-6,0.249995,2.4999999999999998E-6
2.5000000000000006E-6,2.5000000000000006E-6,0.249995,2.5000000000000006E-6,2.5000000000000006E-6,0.249995,2.5000000000000006E-6,2.5000000000000006E-6,0.249995,2.5000000000000006E-6,2.5000000000000006E-6,0.249995
0.9999500005999998,9.9997E-6,9.9997E-6,9.999799999999997E-6,1.0E-10,1.0E-10,9.999799999999997E-6,1.0E-10,1.0E-10,9.999799999999997E-6,1.0E-10,1.0E-10
9.999699999999997E-6,0.9999500005999997,9.999699999999997E-6,9.999999999999996E-11,9.999799999999995E-6,9.999999999999996E-11,9.999999999999996E-11,9.999799999999995E-6,9.999999999999996E-11,9.999999999999996E-11,9.999799999999995E-6,9.999999999999996E-11
9.9997E-6,9.9997E-6,0.9999500005999999,9.999999999999999E-11,9.999999999999999E-11,9.999799999999999E-6,9.999999999999999E-11,9.999999999999999E-11,9.999799999999999E-6,9.999999999999999E-11,9.999999999999999E-11,9.999799999999999E-6
9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10,0.9999500005999999,9.9997E-6,9.9997E-6,9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10,9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10
9.999999999999996E-11,9.999799999999995E-6,9.999999999999996E-11,9.999699999999998E-6,0.9999500005999998,9.999699999999998E-6,9.999999999999996E-11,9.999799999999995E-6,9.999999999999996E-11,9.999999999999996E-11,9.999799999999995E-6,9.999999999999996E-11
1.0E-10,1.0E-10,9.999799999999999E-6,9.9997E-6,9.9997E-6,0.9999500005999998,1.0E-10,1.0E-10,9.999799999999999E-6,1.0E-10,1.0E-10,9.999799999999999E-6
9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10,9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10,0.9999500005999999,9.9997E-6,9.9997E-6,9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10
9.999999999999998E-11,9.999799999999997E-6,9.999999999999998E-11,9.999999999999998E-11,9.999799999999997E-6,9.999999999999998E-11,9.9997E-6,0.9999500005999999,9.9997E-6,9.999999999999998E-11,9.999799999999997E-6,9.999999999999998E-11
1.0000000000000002E-10,1.0000000000000002E-10,9.999799999999999E-6,1.0000000000000002E-10,1.0000000000000002E-10,9.999799999999999E-6,9.999700000000002E-6,9.999700000000002E-6,0.9999500005999999,1.0000000000000002E-10,1.0000000000000002E-10,9.999799999999999E-6
