0.9999500005999997,9.999699999999998E-6,9.999699999999998E-6,9.999799999999999E-6,9.999999999999999E-11,9.999999999999999E-11,9.999799999999999E-6,9.999999999999999E-11,9.999999999999999E-11,9.999799999999999E-6,9.999999999999999E-11,9.999999999999999E-11
9.999699999999997E-6,0.9999500005999997,9.999699999999997E-6,9.999999999999998E-11,9.999799999999997E-6,9.999999999999998E-11,9.999999999999998E-11,9.999799999999997E-6,9.999999999999998E-11,9.999999999999998E-11,9.999799999999997E-6,9.999999999999998E-11
9.9997E-6,9.9997E-6,0.9999500005999999,1.0E-10,1.0E-10,9.9998E-6,1.0E-10,1.0E-10,9.9998E-6,1.0E-10,1.0E-10,9.9998E-6
9.9998E-6,9.999999999999999E-11,9.999999999999999E-11,0.9999500005999999,9.9997E-6,9.9997E-6,9.9998E-6,9.999999999999999E-11,9.999999999999999E-11,9.9998E-6,9.999999999999999E-11,9.999999999999999E-11
9.999999999999999E-11,9.999799999999997E-6,9.999999999999999E-11,9.9997E-6,0.9999500005999999,9.9997E-6,9.999999999999999E-11,9.999799999999997E-6,9.999999999999999E-11,9.999999999999999E-11,9.999799999999997E-6,9.999999999999999E-11
1.0000000000000002E-10,1.0000000000000002E-10,9.9998E-6,9.9997E-6,9.9997E-6,0.9999500005999999,1.0000000000000002E-10,1.0000000000000002E-10,9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10,9.9998E-6
9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10,9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10,0.9999500005999999,9.9997E-6,9.9997E-6,9.9998E-6,1.0000000000000002E-10,1.0000000000000002E-10
1.0E-10,9.9998E-6,1.0E-10,1.0E-10,9.9998E-6,1.0E-10,9.999700000000002E-6,0.9999500005999999,9.999700000000002E-6,1.0E-10,9.9998E-6,1.0E-10
1.0000000000000003E-10,1.0000000000000003E-10,9.9998E-6,1.0000000000000003E-10,1.0000000000000003E-10,9.9998E-6,9.999700000000002E-6,9.999700000000002E-6,0.9999500005999999,1.0000000000000003E-10,1.0000000000000003E-10,9.9998E-6
9.999799999999999E-6,1.0000000000000002E-10,1.0000000000000002E-10,9.999799999999999E-6,1.0000000000000002E-10,1.0000000000000002E-10,9.999799999999999E-6,1.0000000000000002E-10,1.0000000000000002E-10,0.9999500005999999,9.999700000000002E-6,9.999700000000002E-6
1.0E-10,9.9998E-6,1.0E-10,1.0E-10,9.9998E-6,1.0E-10,1.0E-10,9.9998E-6,1.0E-10,9.999700000000002E-6,0.9999500005999999,9.999700000000002E-6
1.0000000000000003E-10,1.0000000000000003E-10,9.9998E-6,1.0000000000000003E-10,1.0000000000000003E-10,9.9998E-6,1.0000000000000003E-10,1.0000000000000003E-10,9.9998E-6,9.999700000000004E-6,9.999700000000004E-6,0.9999500006
